user_id,signup_date,churn_date,plan_type,primary_scenario,is_paid,monthly_spend,lifetime_months,total_revenue,is_churned,sessions_per_month,avg_session_depth
user_00207,2024-01-01,2024-06-01,free,general_qa,False,0,7,0,False,7,2.0
user_00208,2024-01-24,2024-04-23,pro,general_qa,True,20,3,60,True,9,7.1
user_00209,2024-01-21,2024-04-20,free,general_qa,False,0,3,0,True,6,4.7
user_00210,2024-02-16,2024-06-01,free,data_analysis,False,0,4,0,False,7,2.3
user_00211,2024-02-06,2024-03-07,free,general_qa,False,0,1,0,True,6,6.1
user_00212,2024-03-13,2024-05-12,free,general_qa,False,0,2,0,True,4,4.4
user_00213,2024-02-23,2024-06-01,pro,data_analysis,True,20,5,100,False,7,4.9
user_00214,2024-01-27,2024-03-27,pro,writing,True,20,2,40,True,9,2.8
user_00215,2024-03-03,2024-06-01,enterprise,data_analysis,True,50,5,250,False,5,2.7
user_00216,2024-02-27,2024-05-27,free,writing,False,0,3,0,True,7,2.5
user_00217,2024-03-11,2024-06-01,enterprise,general_qa,True,75,10,750,False,9,2.2
user_00218,2024-03-24,2024-06-01,free,general_qa,False,0,9,0,False,8,1.2
user_00219,2024-03-13,2024-06-01,free,data_analysis,False,0,3,0,False,7,1.9
user_00220,2024-02-10,2024-03-11,free,coding,False,0,1,0,True,7,3.9
user_00221,2024-02-28,2024-06-01,free,coding,False,0,6,0,False,8,4.3
user_00222,2024-02-12,2024-06-01,pro,coding,True,20,6,120,False,5,1.4
user_00223,2024-02-15,2024-06-01,free,coding,False,0,4,0,False,5,2.9
user_00224,2024-01-30,2024-05-29,free,data_analysis,False,0,4,0,True,6,5.9
user_00225,2024-03-22,2024-06-01,free,data_analysis,False,0,4,0,False,5,7.5
user_00226,2024-02-04,2024-05-04,free,general_qa,False,0,3,0,True,10,2.4
user_00227,2024-01-02,2024-02-01,pro,writing,True,20,1,20,True,8,2.9
user_00228,2024-03-24,2024-06-01,free,general_qa,False,0,3,0,False,5,7.9
user_00229,2024-02-10,2024-05-10,enterprise,coding,True,75,3,225,True,13,5.2
user_00230,2024-01-24,2024-06-01,free,writing,False,0,11,0,False,7,3.8
user_00231,2024-03-18,2024-06-01,pro,writing,True,25,6,150,False,6,5.9
user_00232,2024-01-31,2024-03-01,free,data_analysis,False,0,1,0,True,12,2.2
user_00233,2024-02-08,2024-06-01,enterprise,writing,True,75,10,750,False,10,4.2
user_00234,2024-01-13,2024-06-01,pro,general_qa,True,20,7,140,False,8,4.1
user_00235,2024-02-12,2024-06-01,free,writing,False,0,7,0,False,17,3.9
user_00236,2024-02-23,2024-06-01,free,general_qa,False,0,4,0,False,4,2.4
user_00237,2024-02-14,2024-06-01,free,general_qa,False,0,8,0,False,8,4.3
user_00238,2024-02-22,2024-06-01,pro,coding,True,25,4,100,False,5,7.2
user_00239,2024-01-28,2024-04-27,free,coding,False,0,3,0,True,10,10.9
user_00240,2024-03-11,2024-06-01,pro,writing,True,30,4,120,False,4,5.9
user_00241,2024-01-21,2024-05-20,free,coding,False,0,4,0,True,7,8.9
user_00242,2024-01-11,2024-06-01,pro,data_analysis,True,20,11,220,False,4,9.4
user_00243,2024-03-14,2024-05-13,free,writing,False,0,2,0,True,10,6.0
user_00244,2024-02-20,2024-06-01,free,coding,False,0,6,0,False,4,3.4
user_00245,2024-03-12,2024-04-11,free,coding,False,0,1,0,True,5,4.7
user_00246,2024-03-09,2024-05-08,enterprise,coding,True,50,2,100,True,7,2.3
user_00247,2024-03-07,2024-05-06,enterprise,writing,True,100,2,200,True,4,3.2
user_00248,2024-02-14,2024-04-14,free,general_qa,False,0,2,0,True,9,3.0
user_00249,2024-02-29,2024-06-01,free,general_qa,False,0,5,0,False,8,8.0
user_00250,2024-02-24,2024-06-01,enterprise,general_qa,True,100,7,700,False,7,8.5
user_00251,2024-01-06,2024-06-01,free,data_analysis,False,0,5,0,False,6,3.0
user_00252,2024-03-15,2024-06-01,free,data_analysis,False,0,3,0,False,6,7.5
user_00253,2024-02-14,2024-06-01,free,coding,False,0,7,0,False,6,4.5
user_00254,2024-01-21,2024-02-20,free,data_analysis,False,0,1,0,True,5,8.7
user_00255,2024-03-03,2024-06-01,pro,writing,True,20,3,60,True,7,3.4
user_00256,2024-01-08,2024-02-07,pro,writing,True,20,1,20,True,4,2.3
user_00257,2024-03-11,2024-06-01,free,writing,False,0,6,0,False,9,1.4
user_00258,2024-03-24,2024-06-01,pro,coding,True,20,4,80,False,9,4.5
user_00259,2024-02-20,2024-06-01,free,writing,False,0,11,0,False,8,4.0
user_00260,2024-02-28,2024-06-01,pro,general_qa,True,20,7,140,False,6,5.3
user_00261,2024-03-15,2024-06-01,pro,data_analysis,True,20,11,220,False,6,3.8
user_00262,2024-01-08,2024-06-01,pro,data_analysis,True,30,5,150,False,5,3.0
user_00263,2024-03-11,2024-06-01,pro,writing,True,25,3,75,False,9,2.1
user_00264,2024-01-02,2024-04-01,enterprise,data_analysis,True,75,3,225,True,7,1.2
user_00265,2024-03-26,2024-06-01,pro,coding,True,20,4,80,False,7,8.7
user_00266,2024-02-12,2024-06-01,pro,writing,True,30,5,150,False,9,3.3
user_00267,2024-02-16,2024-05-16,free,coding,False,0,3,0,True,5,5.0
user_00268,2024-03-02,2024-06-01,free,general_qa,False,0,5,0,False,5,1.9
user_00269,2024-01-22,2024-03-22,pro,writing,True,20,2,40,True,6,3.9
user_00270,2024-01-26,2024-06-01,free,general_qa,False,0,8,0,False,6,2.2
user_00271,2024-03-10,2024-06-01,pro,writing,True,25,3,75,False,8,4.4
user_00272,2024-03-20,2024-05-19,enterprise,writing,True,75,2,150,True,8,11.9
user_00273,2024-01-14,2024-06-01,pro,general_qa,True,25,12,300,False,7,3.4
user_00274,2024-03-30,2024-06-01,free,coding,False,0,4,0,False,5,2.0
user_00275,2024-03-02,2024-06-01,pro,writing,True,20,6,120,False,8,4.3
user_00276,2024-02-16,2024-06-01,pro,coding,True,20,9,180,False,13,3.9
user_00277,2024-03-01,2024-05-30,pro,writing,True,20,3,60,True,6,3.4
user_00278,2024-03-24,2024-06-01,free,general_qa,False,0,9,0,False,3,16.0
user_00279,2024-03-13,2024-05-12,free,writing,False,0,2,0,True,12,1.7
user_00280,2024-02-17,2024-06-01,free,coding,False,0,8,0,False,9,7.7
user_00281,2024-01-14,2024-06-01,pro,coding,True,20,6,120,False,7,5.4
user_00282,2024-02-20,2024-04-20,free,coding,False,0,2,0,True,7,3.0
user_00283,2024-02-23,2024-05-23,pro,general_qa,True,20,3,60,True,7,4.7
user_00284,2024-02-20,2024-06-01,free,general_qa,False,0,5,0,False,5,3.2
user_00285,2024-02-21,2024-06-01,free,general_qa,False,0,9,0,False,10,4.8
user_00286,2024-01-13,2024-06-01,pro,writing,True,25,6,150,False,9,7.9
user_00287,2024-03-16,2024-06-01,enterprise,data_analysis,True,75,4,300,False,6,1.9
user_00288,2024-02-10,2024-06-01,free,writing,False,0,5,0,False,6,4.8
user_00289,2024-02-09,2024-06-01,free,general_qa,False,0,5,0,False,4,4.7
user_00290,2024-03-09,2024-06-01,enterprise,coding,True,75,9,675,False,6,4.0
user_00291,2024-02-05,2024-06-01,pro,data_analysis,True,30,7,210,False,6,3.5
user_00292,2024-01-17,2024-06-01,free,coding,False,0,9,0,False,5,4.2
user_00293,2024-03-28,2024-06-01,free,writing,False,0,11,0,False,5,5.3
user_00294,2024-03-24,2024-06-01,free,general_qa,False,0,6,0,False,6,5.7
user_00295,2024-01-10,2024-03-10,free,writing,False,0,2,0,True,9,3.9
user_00296,2024-02-27,2024-06-01,free,writing,False,0,4,0,False,11,6.0
user_00297,2024-01-21,2024-04-20,free,writing,False,0,3,0,True,5,1.6
user_00298,2024-03-25,2024-05-24,free,data_analysis,False,0,2,0,True,10,4.5
user_00299,2024-03-02,2024-05-31,pro,data_analysis,True,30,3,90,True,8,4.7
user_00300,2024-01-12,2024-04-11,free,general_qa,False,0,3,0,True,4,12.2
user_00301,2024-01-27,2024-03-27,free,general_qa,False,0,2,0,True,3,4.8
user_00302,2024-02-15,2024-06-01,free,data_analysis,False,0,8,0,False,8,13.8
user_00303,2024-03-04,2024-06-01,free,writing,False,0,5,0,False,7,2.0
user_00304,2024-01-17,2024-05-16,free,data_analysis,False,0,4,0,True,6,1.8
user_00305,2024-03-14,2024-06-01,free,coding,False,0,6,0,False,4,3.8
user_00306,2024-01-21,2024-06-01,free,general_qa,False,0,5,0,False,9,1.6
user_00307,2024-03-30,2024-06-01,free,coding,False,0,7,0,False,7,2.5
user_00308,2024-03-30,2024-06-01,free,general_qa,False,0,5,0,False,6,2.2
user_00309,2024-01-11,2024-06-01,free,writing,False,0,6,0,False,7,4.1
user_00310,2024-03-04,2024-06-01,free,coding,False,0,4,0,False,10,3.0
user_00311,2024-02-07,2024-06-01,free,general_qa,False,0,10,0,False,6,3.4
user_00312,2024-03-06,2024-06-01,free,general_qa,False,0,7,0,False,6,2.3
user_00313,2024-01-10,2024-06-01,free,writing,False,0,9,0,False,5,1.1
user_00314,2024-02-16,2024-05-16,pro,writing,True,20,3,60,True,8,3.8
user_00315,2024-01-09,2024-05-08,free,general_qa,False,0,4,0,True,5,8.4
user_00316,2024-01-14,2024-06-01,enterprise,writing,True,50,11,550,False,6,7.6
user_00317,2024-02-22,2024-06-01,pro,data_analysis,True,30,4,120,False,5,1.6
user_00318,2024-02-15,2024-04-15,pro,coding,True,25,2,50,True,9,7.7
user_00319,2024-03-08,2024-06-01,free,writing,False,0,7,0,False,8,3.3
user_00320,2024-01-28,2024-05-27,free,writing,False,0,4,0,True,7,2.6
user_00321,2024-03-22,2024-06-01,free,data_analysis,False,0,6,0,False,12,4.6
user_00322,2024-02-10,2024-06-01,pro,general_qa,True,20,10,200,False,7,9.7
user_00323,2024-02-13,2024-06-01,pro,general_qa,True,30,5,150,False,3,1.8
user_00324,2024-03-18,2024-06-01,pro,coding,True,20,7,140,False,5,1.8
user_00325,2024-02-20,2024-05-20,free,general_qa,False,0,3,0,True,9,1.5
user_00326,2024-03-29,2024-06-01,pro,writing,True,20,5,100,False,9,4.5
user_00327,2024-01-30,2024-06-01,free,coding,False,0,6,0,False,4,3.8
user_00328,2024-02-11,2024-06-01,pro,data_analysis,True,20,7,140,False,6,4.6
user_00329,2024-01-26,2024-06-01,free,general_qa,False,0,10,0,False,9,3.7
user_00330,2024-02-19,2024-03-20,enterprise,writing,True,50,1,50,True,8,3.4
user_00331,2024-01-19,2024-04-18,free,general_qa,False,0,3,0,True,8,7.5
